record_id,source_dataset,offer_group_id,offer_text,master_itemcode,master_itemname,pair_label,pair_label_status,target_action_id,target_action,resolution_scope,use_for_binary_pair_training,use_for_router_training,label_confidence,label_provenance,model_bucket,audit_status,error_type,severity,audit_reason,retailer,price_text,product_class_offer,product_class_master,variant_offer,variant_master,offer_weights_g,master_weights_g,protein_match,family_match,sub_brand_match,spice_match,size_match,word_similarity,character_similarity,token_similarity,recommended_split,split_group,notes,occurrence_count,needs_human_label
V2_P003497,GOLD_V2,SYN01283,Al-Kabeer FISH finger,BTS,BEEF TOPSIDE ALK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_synthetic_by_construction,,,easy_negative,,shares neither base ingredient nor product format,,,finger,tenderloin,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.4,32.4,validation,al kabeer fish finger,Clean pair supervision retained from V2.,1,0
V2_P003482,GOLD_V2,SYN01265,AlKabeer Chicken Pop Corn 750 g,CKPCDA,CHICKEN POP-CORN 750 GMS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_synthetic_by_construction,,,positive,,alternate wording for the identical product; size matches the SKU,,,popcorn,popcorn,,,750.0,750.0,1.0,1.0,0.0,0.0,1.0,50.0,76.4,76.6,train,alkabeer chicken pop corn 750 g,Clean pair supervision retained from V2.,1,0
V2_P003970,GOLD_V2,D0089,Al Kabeer Breaded Chicken Fillets 750 gm,CFBF,BREADED FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet,fillet,,,750.0,,0.0,1.0,0.0,0.0,0.0,12.5,54.2,54.5,train,al kabeer breaded chicken fillets 750 gm,Clean pair supervision retained from V2.,1,0
V2_P003669,GOLD_V2,D0022,Al Kabeer Breaded Shrimps 1000 gm,CKBB,8 BREADED CHICKEN BURGERS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,,burger,,,1000.0,,0.0,0.0,0.0,0.0,0.0,14.3,34.5,54.9,test,al kabeer breaded shrimps 1000 gm,Clean pair supervision retained from V2.,1,0
V2_P003671,GOLD_V2,D0023,Al Kabeer Breaded Shrimps 250 gm,CSBA,BREADED SHRIMPS BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,,,,,250.0,,1.0,0.0,0.0,0.0,0.0,33.3,61.5,70.8,train,al kabeer breaded shrimps 250 gm,Clean pair supervision retained from V2.,1,0
V2_P003864,GOLD_V2,D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet|nugget|strip,burger,spicy,tayebat,320.0,,0.0,0.0,-1.0,0.0,0.0,0.0,22.1,22.0,train,al kabeer spicy breaded chicken fillets 330gm x 2 strips 320gm x 2 breaded chicken fillet nuggets 750gn,Clean pair supervision retained from V2.,1,0
V2_P003866,GOLD_V2,D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,CKNK,KRAZEE CHICKEN NUGGETS 400,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet|nugget,nugget,krazee,krazee,400.0,,1.0,1.0,1.0,0.0,0.0,33.3,49.1,58.7,train,al kabeer krazee chicken nuggets 400 gm x 2 breaded chicken fillets 450 gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003867,GOLD_V2,D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,CKBCFS,BREADED CHICKEN FILLETS BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet|nugget,fillet,krazee,,400.0,,1.0,1.0,-1.0,0.0,0.0,30.0,44.4,56.8,train,al kabeer krazee chicken nuggets 400 gm x 2 breaded chicken fillets 450 gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003868,GOLD_V2,D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,CFBF,BREADED FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet|nugget,fillet,krazee,,400.0,,0.0,1.0,-1.0,0.0,0.0,9.1,32.3,41.7,train,al kabeer krazee chicken nuggets 400 gm x 2 breaded chicken fillets 450 gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003869,GOLD_V2,D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,VFDC,Chicken Frank 340 G  x 24,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet|nugget,frank,krazee,,400.0,340.0,1.0,0.0,-1.0,0.0,0.0,18.2,34.3,37.1,train,al kabeer krazee chicken nuggets 400 gm x 2 breaded chicken fillets 450 gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003870,GOLD_V2,D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,CVSR,8 VEGETABLE SPRING ROLLS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet|nugget,springroll,krazee,,400.0,,0.0,0.0,-1.0,0.0,0.0,0.0,21.2,29.3,train,al kabeer krazee chicken nuggets 400 gm x 2 breaded chicken fillets 450 gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003872,GOLD_V2,D0071,Al Kabeer Zng Chicken Fillts 2x465Gm,CKBCFFAPR,AK PRO Breaded Chicken Fillets,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,,fillet,,akpro,465.0,,1.0,0.0,-1.0,0.0,0.0,9.1,57.6,57.1,train,al kabeer zng chicken fillts 2x465gm,Clean pair supervision retained from V2.,1,0
V2_P003873,GOLD_V2,D0071,Al Kabeer Zng Chicken Fillts 2x465Gm,FSAPR,AK PRO FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,,fillet,,akpro,465.0,,0.0,0.0,-1.0,0.0,0.0,0.0,40.7,43.1,train,al kabeer zng chicken fillts 2x465gm,Clean pair supervision retained from V2.,1,0
V2_P003874,GOLD_V2,D0071,Al Kabeer Zng Chicken Fillts 2x465Gm,CKZS,ZING CHICKEN STRIPS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,,strip,,zing,465.0,,1.0,0.0,-1.0,0.0,0.0,11.1,50.9,53.8,train,al kabeer zng chicken fillts 2x465gm,Clean pair supervision retained from V2.,1,0
V2_P003875,GOLD_V2,D0071,Al Kabeer Zng Chicken Fillts 2x465Gm,CBBO24,24 BEEF BURGERS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,,burger,,,465.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.4,22.2,train,al kabeer zng chicken fillts 2x465gm,Clean pair supervision retained from V2.,1,0
V2_P003876,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet|kebab|tikka,fillet,spicy,spicy,240.0,,1.0,1.0,0.0,1.0,0.0,28.6,37.3,58.5,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003877,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CKCS,8 CHICKEN SEEKH KEBAB,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet|kebab|tikka,kebab,spicy,,240.0,,1.0,1.0,0.0,0.0,0.0,25.0,29.4,42.2,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003878,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CKBCFHDA,BREADED CHICKEN FILLET SPICY 750 GMS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet|kebab|tikka,fillet,spicy,spicy,240.0,750.0,1.0,1.0,0.0,1.0,0.0,21.4,37.1,62.1,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003879,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CTBK,TURKISH BEEF KEBABS 360,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet|kebab|tikka,kebab,spicy,,240.0,,0.0,1.0,0.0,0.0,0.0,0.0,20.3,31.1,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003880,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CKSTY,TAYEBAT BREADED CHICKEN STRIPS NON SPICY 1 kg x 10 Pkts,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet|kebab|tikka,strip,spicy,tayebat|nonspicy,240.0,1000.0,1.0,0.0,-1.0,-1.0,0.0,23.5,34.1,49.6,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003881,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CKFNSTY,TAYEBAT BREADED CHICKEN FILLETS NON SPICY 1 kg x 10 Pkts,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_variant,,,,,fillet|kebab|tikka,fillet,spicy,tayebat|nonspicy,240.0,1000.0,1.0,1.0,-1.0,-1.0,0.0,31.2,39.8,65.6,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003882,GOLD_V2,D0072,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Tandoori Chicken Tikka 240gm x 2 / Chicken Seekh Kebab 320gm x 2,CMSAA,MUTTON SAMOSAS BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet|kebab|tikka,samosa,spicy,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,17.8,validation,al kabeer spicy breaded chicken fillets 330gm x 2 tandoori chicken tikka 240gm x 2 chicken seekh kebab 320gm x 2,Clean pair supervision retained from V2.,1,0
V2_P003884,GOLD_V2,D0073,Al Kabeer Chicken Nuggets/Fries/Fillets 400gm,CKBCFFAPR,AK PRO Breaded Chicken Fillets,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet|fries|nugget,fillet,,akpro,400.0,,1.0,1.0,-1.0,0.0,0.0,20.0,53.3,52.8,validation,al kabeer chicken nuggets fries fillets 400gm,Clean pair supervision retained from V2.,1,0
V2_P003885,GOLD_V2,D0073,Al Kabeer Chicken Nuggets/Fries/Fillets 400gm,FSAPR,AK PRO FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet|fries|nugget,fillet,,akpro,400.0,,0.0,1.0,-1.0,0.0,0.0,0.0,38.1,40.0,validation,al kabeer chicken nuggets fries fillets 400gm,Clean pair supervision retained from V2.,1,0
V2_P003886,GOLD_V2,D0073,Al Kabeer Chicken Nuggets/Fries/Fillets 400gm,CKK,CHICKEN KIBBEH 400,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet|fries|nugget,kibbeh,,,400.0,,1.0,0.0,0.0,0.0,0.0,12.5,41.3,39.3,validation,al kabeer chicken nuggets fries fillets 400gm,Clean pair supervision retained from V2.,1,0
V2_P003887,GOLD_V2,D0073,Al Kabeer Chicken Nuggets/Fries/Fillets 400gm,CBK,BEEF KIBBEH 400,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet|fries|nugget,kibbeh,,,400.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.9,validation,al kabeer chicken nuggets fries fillets 400gm,Clean pair supervision retained from V2.,1,0
V2_P003888,GOLD_V2,D0074,Al Kabeer Breaded Chicken Fillets 450 gm,CKBCF,BREADED CHICKEN FILLETS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet,fillet,,,450.0,,1.0,1.0,0.0,0.0,0.0,50.0,73.0,78.0,train,al kabeer breaded chicken fillets 450 gm,Clean pair supervision retained from V2.,19,0
V2_P003889,GOLD_V2,D0074,Al Kabeer Breaded Chicken Fillets 450 gm,CKBCFS,BREADED CHICKEN FILLETS BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet,fillet,,,450.0,,1.0,1.0,0.0,0.0,0.0,42.9,70.6,71.9,train,al kabeer breaded chicken fillets 450 gm,Clean pair supervision retained from V2.,1,0
V2_P003890,GOLD_V2,D0074,Al Kabeer Breaded Chicken Fillets 450 gm,CFBF,BREADED FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet,fillet,,,450.0,,0.0,1.0,0.0,0.0,0.0,12.5,54.2,54.5,train,al kabeer breaded chicken fillets 450 gm,Clean pair supervision retained from V2.,1,0
V2_P003891,GOLD_V2,D0074,Al Kabeer Breaded Chicken Fillets 450 gm,CCF,CHICKEN FRIES,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet,fries,,,450.0,,1.0,0.0,0.0,0.0,0.0,14.3,45.3,49.0,train,al kabeer breaded chicken fillets 450 gm,Clean pair supervision retained from V2.,1,0
V2_P003892,GOLD_V2,D0074,Al Kabeer Breaded Chicken Fillets 450 gm,CVSAPR,AK PRO VEGETABLE SAMOSA,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet,samosa,,akpro,450.0,,0.0,0.0,-1.0,0.0,0.0,0.0,25.4,16.9,train,al kabeer breaded chicken fillets 450 gm,Clean pair supervision retained from V2.,1,0
V2_P003893,GOLD_V2,D0075,AL KABEER CHICKEN POPCORN 400GM ZING CHICKEN FILLET 464GM,CKZF,ZING CHICKEN FILLETS 465,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet|popcorn,fillet,zing,zing,400.0,,1.0,1.0,1.0,0.0,0.0,25.0,54.3,63.3,train,al kabeer chicken popcorn 400gm zing chicken fillet 464gm,Clean pair supervision retained from V2.,6,0
V2_P003894,GOLD_V2,D0075,AL KABEER CHICKEN POPCORN 400GM ZING CHICKEN FILLET 464GM,CKZFNS,ZING CHICKEN FILLET NON-SPICY,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet|popcorn,fillet,zing,zing|nonspicy,400.0,,1.0,1.0,1.0,0.0,0.0,33.3,46.5,66.7,train,al kabeer chicken popcorn 400gm zing chicken fillet 464gm,Clean pair supervision retained from V2.,1,0
V2_P003895,GOLD_V2,D0075,AL KABEER CHICKEN POPCORN 400GM ZING CHICKEN FILLET 464GM,FSAPR,AK PRO FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet|popcorn,fillet,zing,akpro,400.0,,0.0,1.0,-1.0,0.0,0.0,10.0,40.0,44.8,train,al kabeer chicken popcorn 400gm zing chicken fillet 464gm,Clean pair supervision retained from V2.,1,0
V2_P003863,GOLD_V2,D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_variant,,,,,fillet|nugget|strip,fillet,spicy,nonspicy,320.0,750.0,1.0,1.0,0.0,-1.0,0.0,28.6,42.8,62.9,train,al kabeer spicy breaded chicken fillets 330gm x 2 strips 320gm x 2 breaded chicken fillet nuggets 750gn,Clean pair supervision retained from V2.,1,0
V2_P003896,GOLD_V2,D0075,AL KABEER CHICKEN POPCORN 400GM ZING CHICKEN FILLET 464GM,CCF,CHICKEN FRIES,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet|popcorn,fries,zing,,400.0,,1.0,0.0,-1.0,0.0,0.0,12.5,31.4,41.5,train,al kabeer chicken popcorn 400gm zing chicken fillet 464gm,Clean pair supervision retained from V2.,1,0
V2_P003862,GOLD_V2,D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet|nugget|strip,burger,spicy,spicy,320.0,,1.0,0.0,0.0,1.0,0.0,21.4,35.5,45.5,train,al kabeer spicy breaded chicken fillets 330gm x 2 strips 320gm x 2 breaded chicken fillet nuggets 750gn,Clean pair supervision retained from V2.,1,0
V2_P003860,GOLD_V2,D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,CKBCFS,BREADED CHICKEN FILLETS BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet|nugget|strip,fillet,spicy,,320.0,,1.0,1.0,0.0,0.0,0.0,23.1,39.1,47.4,train,al kabeer spicy breaded chicken fillets 330gm x 2 strips 320gm x 2 breaded chicken fillet nuggets 750gn,Clean pair supervision retained from V2.,1,0
V2_P003827,GOLD_V2,D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,CFBF,BREADED FISH FILLET,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet,fillet,spicy,,330.0,,0.0,1.0,0.0,0.0,0.0,20.0,45.1,48.5,train,al kabeer breaded chicken fillet hot spicy 2x330gm,Clean pair supervision retained from V2.,1,0
V2_P003828,GOLD_V2,D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet,burger,spicy,spicy,330.0,,1.0,0.0,0.0,1.0,0.0,40.0,68.2,63.3,train,al kabeer breaded chicken fillet hot spicy 2x330gm,Clean pair supervision retained from V2.,1,0
V2_P003829,GOLD_V2,D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_variant,,,,,fillet,fillet,spicy,nonspicy,330.0,750.0,1.0,1.0,0.0,-1.0,0.0,36.4,71.7,79.5,train,al kabeer breaded chicken fillet hot spicy 2x330gm,Clean pair supervision retained from V2.,1,0
V2_P003830,GOLD_V2,D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,CBBOA,BEEF BURGERS BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet,burger,spicy,,330.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.1,15.6,train,al kabeer breaded chicken fillet hot spicy 2x330gm,Clean pair supervision retained from V2.,1,0
V2_P003831,GOLD_V2,D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet,fillet,spicy,spicy,360.0,,1.0,1.0,0.0,1.0,0.0,36.4,77.3,78.6,train,al kabeer breaded chicken fillet hot and spicy 360 gm,Clean pair supervision retained from V2.,2,0
V2_P003832,GOLD_V2,D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,CKBCFHDA,BREADED CHICKEN FILLET SPICY 750 GMS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet,fillet,spicy,spicy,360.0,750.0,1.0,1.0,0.0,1.0,0.0,40.0,74.2,76.5,train,al kabeer breaded chicken fillet hot and spicy 360 gm,Clean pair supervision retained from V2.,1,0
V2_P003833,GOLD_V2,D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,CFBFA,BREADED FISH FILLET BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet,fillet,spicy,,360.0,,0.0,1.0,0.0,0.0,0.0,18.2,44.2,49.3,train,al kabeer breaded chicken fillet hot and spicy 360 gm,Clean pair supervision retained from V2.,1,0
V2_P003834,GOLD_V2,D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet,burger,spicy,spicy,360.0,,1.0,0.0,0.0,1.0,0.0,40.0,65.2,61.7,train,al kabeer breaded chicken fillet hot and spicy 360 gm,Clean pair supervision retained from V2.,1,0
V2_P003835,GOLD_V2,D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_variant,,,,,fillet,fillet,spicy,nonspicy,360.0,750.0,1.0,1.0,0.0,-1.0,0.0,36.4,75.3,77.6,train,al kabeer breaded chicken fillet hot and spicy 360 gm,Clean pair supervision retained from V2.,1,0
V2_P003836,GOLD_V2,D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,CVSAP,VEGETABLE SAMOSA TWIN PROMO PACK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,easy_negative,,,,,fillet,samosa,spicy,,360.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.8,17.3,train,al kabeer breaded chicken fillet hot and spicy 360 gm,Clean pair supervision retained from V2.,1,0
V2_P003837,GOLD_V2,D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,CKBCFHDA,BREADED CHICKEN FILLET SPICY 750 GMS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,1,1,0.99,v2_rule_generated_v1,,,positive,,,,,fillet,fillet,spicy,spicy,750.0,750.0,1.0,1.0,0.0,1.0,1.0,40.0,77.3,76.5,train,al kabeer breaded chicken fillet hot and spicy 750gm,Clean pair supervision retained from V2.,14,0
V2_P003838,GOLD_V2,D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_pack_size,,,,,fillet,fillet,spicy,spicy,750.0,,1.0,1.0,0.0,1.0,0.0,36.4,78.2,78.6,train,al kabeer breaded chicken fillet hot and spicy 750gm,Clean pair supervision retained from V2.,1,0
V2_P003839,GOLD_V2,D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,CFBFA,BREADED FISH FILLET BULK,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_protein,,,,,fillet,fillet,spicy,,750.0,,0.0,1.0,0.0,0.0,0.0,18.2,44.7,49.3,train,al kabeer breaded chicken fillet hot and spicy 750gm,Clean pair supervision retained from V2.,1,0
V2_P003840,GOLD_V2,D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_type,,,,,fillet,burger,spicy,spicy,750.0,,1.0,0.0,0.0,1.0,0.0,40.0,65.9,61.7,train,al kabeer breaded chicken fillet hot and spicy 750gm,Clean pair supervision retained from V2.,1,0
V2_P003841,GOLD_V2,D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,0.0,negative,1.0,REJECT_PAIR,candidate_is_wrong,1,1,0.99,v2_rule_generated_v1,,,hard_negative_variant,,,,,fillet,fillet,spicy,nonspicy,750.0,750.0,1.0,1.0,0.0,-1.0,1.0,36.4,78.3,77.6,train,al kabeer breaded chicken fillet hot and spicy 750gm,Clean pair supervision retained from V2.,1,0
