dump_offer_id,dump_product,dump_product_field,dump_variant,offer_type,expected_match_count,primary_protein,mentioned_proteins,is_mixed_protein_offer,mentioned_product_families,is_multi_family_offer,contains_non_meat_product,dump_spice_variant,unit_pack_weight_g,number_of_units,bonus_weight_g,total_offer_weight_g,piece_count,pack_structure,master_itemcode,master_itemname,master_item_spec,master_unit_weight_g,master_units_per_carton,protein_match,family_match,variant_match,size_match,pack_format_match,word_similarity,character_similarity,token_similarity,match_score,label,label_status,training_eligible,pair_type,match_status,label_source,review_status
D0058,Al Kabeer Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,250.0,1.0,,250.0,,single_pack,CKCCN,CHICKEN  N CHEESE NUGGETS,400 Gms x 12 Pkts,400.0,12.0,1,0,1,0,1,62.2,55.5,54.7,58.5,0,confirmed_negative,1,hard_negative_type,exact_single_sku,rule_generated,approved
D0058,Al Kabeer Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,250.0,1.0,,250.0,,single_pack,CMSA,12 MUTTON SAMOSAS,240 Gms x 20 Pkts,240.0,20.0,0,0,1,1,1,30.0,30.0,31.6,30.8,0,confirmed_negative,1,easy_negative,exact_single_sku,rule_generated,approved
D0059,Al Kabeer Chicken & Cheese Rings 300 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,300.0,1.0,,300.0,,single_pack,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,300 gms x 12 pkts,300.0,12.0,1,1,1,1,1,62.9,55.3,73.2,68.1,1,confirmed_positive,1,positive,exact_single_sku,rule_generated,approved
D0059,Al Kabeer Chicken & Cheese Rings 300 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,300.0,1.0,,300.0,,single_pack,CKCCS,CHICKEN & CHEESE STICKS,250 Gms x 20 Pkts,250.0,20.0,1,1,1,0,1,66.7,61.0,66.0,66.3,0,confirmed_negative,1,hard_negative_pack_size,exact_single_sku,rule_generated,approved
D0059,Al Kabeer Chicken & Cheese Rings 300 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,300.0,1.0,,300.0,,single_pack,VSC,SWEET CORN 400,400 gm x 20 Pkts,400.0,20.0,0,1,1,0,1,39.3,39.3,44.0,41.6,0,confirmed_negative,1,hard_negative_protein,exact_single_sku,rule_generated,approved
D0059,Al Kabeer Chicken & Cheese Rings 300 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,300.0,1.0,,300.0,,single_pack,CKCCN,CHICKEN  N CHEESE NUGGETS,400 Gms x 12 Pkts,400.0,12.0,1,0,1,0,1,62.7,57.4,55.3,59.0,0,confirmed_negative,1,hard_negative_type,exact_single_sku,rule_generated,approved
D0059,Al Kabeer Chicken & Cheese Rings 300 gm,Chicken Cheese Stick-Frozen,No Variant,single_product,1,chicken,chicken,0,cheese_stick,0,1,unspecified,300.0,1.0,,300.0,,single_pack,CBBO24,24 BEEF BURGERS,1.2 Kgs x 8 Pkts,1200.0,8.0,0,0,1,0,1,36.5,36.5,35.7,36.1,0,confirmed_negative,1,easy_negative,exact_single_sku,rule_generated,approved
D0061,Al Kabeer Zing Chicken Strips (320g)/ Cheese Stick/Nuggets-Frozen,Chicken Cheese Stick-Frozen,No Variant,bundle,3,chicken,chicken,0,cheese_stick|nuggets|strips,1,1,unspecified,320.0,1.0,,320.0,,single_pack,CKZS,ZING CHICKEN STRIPS,320 Gms x 20 Pkts,320.0,20.0,1,1,1,1,1,55.0,52.3,61.3,58.2,1,confirmed_positive,1,positive,requires_business_review,rule_generated,needs_review
D0061,Al Kabeer Zing Chicken Strips (320g)/ Cheese Stick/Nuggets-Frozen,Chicken Cheese Stick-Frozen,No Variant,bundle,3,chicken,chicken,0,cheese_stick|nuggets|strips,1,1,unspecified,320.0,1.0,,320.0,,single_pack,CKCCS,CHICKEN & CHEESE STICKS,250 Gms x 20 Pkts,250.0,20.0,1,1,1,0,1,64.7,55.1,57.1,60.9,0,confirmed_negative,1,hard_negative_pack_size,requires_business_review,rule_generated,needs_review
D0061,Al Kabeer Zing Chicken Strips (320g)/ Cheese Stick/Nuggets-Frozen,Chicken Cheese Stick-Frozen,No Variant,bundle,3,chicken,chicken,0,cheese_stick|nuggets|strips,1,1,unspecified,320.0,1.0,,320.0,,single_pack,MRC,MUTTON RIB CHOPS,1 lb x 40 Pkts,453.592,40.0,0,1,1,0,1,37.0,34.2,38.3,37.7,0,confirmed_negative,1,hard_negative_protein,requires_business_review,rule_generated,needs_review
D0061,Al Kabeer Zing Chicken Strips (320g)/ Cheese Stick/Nuggets-Frozen,Chicken Cheese Stick-Frozen,No Variant,bundle,3,chicken,chicken,0,cheese_stick|nuggets|strips,1,1,unspecified,320.0,1.0,,320.0,,single_pack,CKZFCCFAP,Zing Chicken Fillets Spicy + Free Chicken Fries Bulk,1+1 kg x 3,1000.0,3.0,1,0,1,0,1,47.8,45.0,47.7,47.8,0,confirmed_negative,1,hard_negative_type,requires_business_review,rule_generated,needs_review
D0061,Al Kabeer Zing Chicken Strips (320g)/ Cheese Stick/Nuggets-Frozen,Chicken Cheese Stick-Frozen,No Variant,bundle,3,chicken,chicken,0,cheese_stick|nuggets|strips,1,1,unspecified,320.0,1.0,,320.0,,single_pack,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,200.0,30.0,0,0,1,0,1,37.4,33.1,36.7,37.1,0,confirmed_negative,1,easy_negative,requires_business_review,rule_generated,needs_review
D0062,Al Kabeer Hot/Spicy Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,Spicy,single_product,1,chicken,chicken,0,cheese_stick,0,1,spicy,250.0,1.0,,250.0,,single_pack,CKCCNS,CHICKEN & CHEESE STICKS HOT & SPICY,250 gm x 20 Pkts,250.0,20.0,1,1,1,1,1,71.8,58.6,73.6,72.7,-1,unresolved,0,unresolved_near_tie,no_exact_master_sku,rule_generated,needs_review
D0062,Al Kabeer Hot/Spicy Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,Spicy,single_product,1,chicken,chicken,0,cheese_stick,0,1,spicy,250.0,1.0,,250.0,,single_pack,CKCCS,CHICKEN & CHEESE STICKS,250 Gms x 20 Pkts,250.0,20.0,1,1,1,1,1,72.2,63.3,68.4,70.3,-1,unresolved,0,unresolved_near_tie,no_exact_master_sku,rule_generated,needs_review
D0062,Al Kabeer Hot/Spicy Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,Spicy,single_product,1,chicken,chicken,0,cheese_stick,0,1,spicy,250.0,1.0,,250.0,,single_pack,CKCCSHA,CHICKEN & CHEESE STICKS SPICY BULK,1 kg x 5 Pkts,1000.0,5.0,1,1,1,0,1,71.6,60.2,65.6,68.6,0,confirmed_negative,1,hard_negative_pack_size,no_exact_master_sku,rule_generated,needs_review
D0062,Al Kabeer Hot/Spicy Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,Spicy,single_product,1,chicken,chicken,0,cheese_stick,0,1,spicy,250.0,1.0,,250.0,,single_pack,CSB,BREADED SHRIMPS 250,250 Gms x 20 Pkts,250.0,20.0,0,1,1,1,1,37.8,37.8,39.3,38.6,0,confirmed_negative,1,hard_negative_protein,no_exact_master_sku,rule_generated,needs_review
D0062,Al Kabeer Hot/Spicy Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,Spicy,single_product,1,chicken,chicken,0,cheese_stick,0,1,spicy,250.0,1.0,,250.0,,single_pack,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,400.0,12.0,1,0,1,0,1,56.3,46.0,57.8,57.1,0,confirmed_negative,1,hard_negative_type,no_exact_master_sku,rule_generated,needs_review
D0062,Al Kabeer Hot/Spicy Chicken & Cheese Sticks 250 gm,Chicken Cheese Stick-Frozen,Spicy,single_product,1,chicken,chicken,0,cheese_stick,0,1,spicy,250.0,1.0,,250.0,,single_pack,CVSA,12 VEGETABLE SAMOSAS,240 Gms x 20 Pkts,240.0,20.0,0,0,1,1,1,28.2,36.6,31.6,29.9,0,confirmed_negative,1,easy_negative,no_exact_master_sku,rule_generated,needs_review
D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,330.0,2.0,,660.0,,multipack,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,330 Gms x 20 Pkts,330.0,20.0,1,1,1,1,1,73.9,69.3,72.5,73.2,1,confirmed_positive,1,positive,exact_single_sku,rule_generated,approved
D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,330.0,2.0,,660.0,,multipack,CKBCFHDA,BREADED CHICKEN FILLET SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,1,0,1,67.0,60.2,75.8,71.4,0,confirmed_negative,1,hard_negative_pack_size,exact_single_sku,rule_generated,approved
D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,330.0,2.0,,660.0,,multipack,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,330.0,20.0,0,1,1,1,1,52.8,47.2,60.3,56.5,0,confirmed_negative,1,hard_negative_protein,exact_single_sku,rule_generated,approved
D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,330.0,2.0,,660.0,,multipack,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,400.0,12.0,1,0,1,0,1,61.0,61.0,62.1,61.5,0,confirmed_negative,1,hard_negative_type,exact_single_sku,rule_generated,approved
D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,330.0,2.0,,660.0,,multipack,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,0,0,1,63.0,59.8,68.3,65.7,0,confirmed_negative,1,hard_negative_variant,exact_single_sku,rule_generated,approved
D0063,AL KABEER BREADED CHICKEN FILLET HOT & SPICY 2X330GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,330.0,2.0,,660.0,,multipack,CBBOA,BEEF BURGERS BULK,2 Kgs x 5 Pkts,2000.0,5.0,0,0,1,0,1,32.1,33.6,31.2,31.7,0,confirmed_negative,1,easy_negative,exact_single_sku,rule_generated,approved
D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,360.0,1.0,,360.0,,single_pack,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,330 Gms x 20 Pkts,330.0,20.0,1,1,1,1,1,76.8,71.2,72.5,74.7,1,confirmed_positive,1,positive,exact_single_sku,rule_generated,approved
D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,360.0,1.0,,360.0,,single_pack,CKBCFHDA,BREADED CHICKEN FILLET SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,1,0,1,72.3,61.0,75.8,74.1,0,confirmed_negative,1,hard_negative_pack_size,exact_single_sku,rule_generated,approved
D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,360.0,1.0,,360.0,,single_pack,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,1000.0,5.0,0,1,1,0,1,52.6,47.4,60.3,56.5,0,confirmed_negative,1,hard_negative_protein,exact_single_sku,rule_generated,approved
D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,360.0,1.0,,360.0,,single_pack,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,400.0,12.0,1,0,1,1,1,61.8,59.6,64.5,63.2,0,confirmed_negative,1,hard_negative_type,exact_single_sku,rule_generated,approved
D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,360.0,1.0,,360.0,,single_pack,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,0,0,1,67.0,61.6,69.8,68.4,0,confirmed_negative,1,hard_negative_variant,exact_single_sku,rule_generated,approved
D0064,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 360 Gm,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,360.0,1.0,,360.0,,single_pack,CVSAP,VEGETABLE SAMOSA TWIN PROMO PACK,480 Gms x 10 Pkts,480.0,10.0,0,0,1,0,1,30.6,32.9,35.9,33.2,0,confirmed_negative,1,easy_negative,exact_single_sku,rule_generated,approved
D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,750.0,1.0,,750.0,,single_pack,CKBCFHDA,BREADED CHICKEN FILLET SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,1,1,1,71.6,62.5,76.0,73.8,1,confirmed_positive,1,positive,exact_single_sku,rule_generated,approved
D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,750.0,1.0,,750.0,,single_pack,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,330 Gms x 20 Pkts,330.0,20.0,1,1,1,0,1,73.9,70.5,72.5,73.2,0,confirmed_negative,1,hard_negative_pack_size,exact_single_sku,rule_generated,approved
D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,750.0,1.0,,750.0,,single_pack,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,1000.0,5.0,0,1,1,0,1,54.3,47.7,60.3,57.3,0,confirmed_negative,1,hard_negative_protein,exact_single_sku,rule_generated,approved
D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,750.0,1.0,,750.0,,single_pack,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,400.0,12.0,1,0,1,0,1,59.9,59.9,60.7,60.3,0,confirmed_negative,1,hard_negative_type,exact_single_sku,rule_generated,approved
D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,750.0,1.0,,750.0,,single_pack,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,0,1,1,67.4,63.0,72.0,69.7,0,confirmed_negative,1,hard_negative_variant,exact_single_sku,rule_generated,approved
D0065,AL KABEER BREADED CHICKEN FILLET HOT AND SPICY 750GM,Chicken Fillets-Frozen,Hot & Spicy,single_product,1,chicken,chicken,0,fillet,0,0,spicy,750.0,1.0,,750.0,,single_pack,CVSAP,VEGETABLE SAMOSA TWIN PROMO PACK,480 Gms x 10 Pkts,480.0,10.0,0,0,1,0,1,32.0,33.1,36.2,34.1,0,confirmed_negative,1,easy_negative,exact_single_sku,rule_generated,approved
D0066,Al Kabeer Zing Chicken Fillet Catering 1kg,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKZFA5,ZING CHICKEN FILLET BULK 5-OUNCE,5 PKTS X 1000 GRM,1000.0,5.0,1,1,1,1,1,58.1,55.4,70.1,64.1,-1,unresolved,0,unresolved_near_tie,no_exact_master_sku,rule_generated,needs_review
D0066,Al Kabeer Zing Chicken Fillet Catering 1kg,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKBCFFAPR,AK PRO Breaded Chicken Fillets,10X1000g,1000.0,,1,1,1,1,1,62.2,59.3,60.4,61.3,-1,unresolved,0,unresolved_near_tie,no_exact_master_sku,rule_generated,needs_review
D0066,Al Kabeer Zing Chicken Fillet Catering 1kg,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,750.0,,1,1,1,0,1,54.4,60.3,70.1,62.3,0,confirmed_negative,1,hard_negative_pack_size,no_exact_master_sku,rule_generated,needs_review
D0066,Al Kabeer Zing Chicken Fillet Catering 1kg,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,FFW1,WHITE FISH FILLET 1KG,1kg X 10 Pkts,1000.0,10.0,0,1,1,1,1,47.5,44.3,56.2,51.9,0,confirmed_negative,1,hard_negative_protein,no_exact_master_sku,rule_generated,needs_review
D0066,Al Kabeer Zing Chicken Fillet Catering 1kg,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKNKPP,KRAZEE CHICKEN NUGGETS +25% FREE,500Gms X 12Ctn,500.0,,1,0,1,0,1,51.0,45.5,53.5,52.2,0,confirmed_negative,1,hard_negative_type,no_exact_master_sku,rule_generated,needs_review
D0066,Al Kabeer Zing Chicken Fillet Catering 1kg,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CLKA,LAMB KIBBEH BULK,1 Kgs x 5 Pkts,1000.0,5.0,0,0,1,1,1,34.9,36.5,35.8,35.4,0,confirmed_negative,1,easy_negative,no_exact_master_sku,rule_generated,needs_review
D0067,Al Kabeer Chicken Sticks/Fillets selected ,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,,,,,,unknown,CKBCFFAPR,AK PRO Breaded Chicken Fillets,10X1000g,1000.0,,1,1,1,0,1,55.2,63.7,65.3,60.2,-1,unresolved,0,unresolved_near_tie,no_exact_master_sku,rule_generated,needs_review
D0067,Al Kabeer Chicken Sticks/Fillets selected ,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,,,,,,unknown,CKBCF,BREADED CHICKEN FILLETS,450 Gms x 12 Pkts,450.0,12.0,1,1,1,0,1,57.4,63.1,61.9,59.6,-1,unresolved,0,unresolved_near_tie,no_exact_master_sku,rule_generated,needs_review
D0067,Al Kabeer Chicken Sticks/Fillets selected ,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,,,,,,unknown,FCD,CREAM DORI FISH FILLETS,Asstd. Wt.,,,0,1,1,0,1,44.3,48.8,46.7,45.5,0,confirmed_negative,1,hard_negative_protein,no_exact_master_sku,rule_generated,needs_review
D0067,Al Kabeer Chicken Sticks/Fillets selected ,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,,,,,,unknown,CKCCS,CHICKEN & CHEESE STICKS,250 Gms x 20 Pkts,250.0,20.0,1,0,1,0,1,50.7,46.0,50.0,50.4,0,confirmed_negative,1,hard_negative_type,no_exact_master_sku,rule_generated,needs_review
D0067,Al Kabeer Chicken Sticks/Fillets selected ,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,,,,,,unknown,CBBAGPR,AK PRO BEEF BURGER 24,1.392 kg x 6 Pkts,1392.0,6.0,0,0,1,0,1,28.8,31.7,28.6,28.7,0,confirmed_negative,1,easy_negative,no_exact_master_sku,rule_generated,needs_review
D0068,Al Kabeer Zing Chicken Fillets 1000 gm,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKZFA5,ZING CHICKEN FILLET BULK 5-OUNCE,5 PKTS X 1000 GRM,1000.0,5.0,1,1,1,1,1,65.3,52.8,79.4,72.3,1,confirmed_positive,1,positive,exact_single_sku,rule_generated,approved
D0068,Al Kabeer Zing Chicken Fillets 1000 gm,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKZF,ZING CHICKEN FILLETS 465,465 Gms x 12 Pkts,465.0,12.0,1,1,1,0,1,68.8,60.9,69.0,68.9,0,confirmed_negative,1,hard_negative_pack_size,exact_single_sku,rule_generated,approved
D0068,Al Kabeer Zing Chicken Fillets 1000 gm,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,FSAPR,AK PRO FISH FILLET,2 KGS X 5,2000.0,5.0,0,1,1,0,1,50.0,51.9,47.5,48.8,0,confirmed_negative,1,hard_negative_protein,exact_single_sku,rule_generated,approved
D0068,Al Kabeer Zing Chicken Fillets 1000 gm,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,CKNAPR,AK PRO CHICKEN NUGGETS BULK,10 X 1000 GMS,1000.0,,1,0,1,1,1,55.4,46.2,57.8,56.6,0,confirmed_negative,1,hard_negative_type,exact_single_sku,rule_generated,approved
D0068,Al Kabeer Zing Chicken Fillets 1000 gm,Chicken Fillets-Frozen,No Variant,single_product,1,chicken,chicken,0,fillet,0,0,unspecified,1000.0,1.0,,1000.0,,single_pack,VVGP9,GREEN PEAS 900,900 gm x 10 Pkts,900.0,10.0,0,0,1,1,1,41.4,41.4,47.6,44.5,0,confirmed_negative,1,easy_negative,exact_single_sku,rule_generated,approved
D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,Chicken Fillets-Frozen,No Variant,bundle,3,chicken,chicken,0,fillet|nuggets|strips,1,0,spicy,330.0,2.0,,660.0,,multipack,CKBCFH,BREADED CHICKEN FILLETS HOT N SPICY,330 Gms x 20 Pkts,330.0,20.0,1,1,1,1,1,65.4,56.2,69.7,67.6,1,confirmed_positive,1,positive,requires_business_review,rule_generated,needs_review
D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,Chicken Fillets-Frozen,No Variant,bundle,3,chicken,chicken,0,fillet|nuggets|strips,1,0,spicy,330.0,2.0,,660.0,,multipack,CKBCFS,BREADED CHICKEN FILLETS BULK,1 Kgs x 5 Pkts,1000.0,5.0,1,1,1,0,1,67.0,59.0,69.4,68.2,0,confirmed_negative,1,hard_negative_pack_size,requires_business_review,rule_generated,needs_review
D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,Chicken Fillets-Frozen,No Variant,bundle,3,chicken,chicken,0,fillet|nuggets|strips,1,0,spicy,330.0,2.0,,660.0,,multipack,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,1000.0,5.0,0,1,1,0,1,54.2,47.9,54.8,54.5,0,confirmed_negative,1,hard_negative_protein,requires_business_review,rule_generated,needs_review
D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,Chicken Fillets-Frozen,No Variant,bundle,3,chicken,chicken,0,fillet|nuggets|strips,1,0,spicy,330.0,2.0,,660.0,,multipack,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,400.0,12.0,1,0,1,0,1,53.2,49.5,54.7,53.9,0,confirmed_negative,1,hard_negative_type,requires_business_review,rule_generated,needs_review
D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,Chicken Fillets-Frozen,No Variant,bundle,3,chicken,chicken,0,fillet|nuggets|strips,1,0,spicy,330.0,2.0,,660.0,,multipack,CKBCFNSA,BREADED CHICKEN FILLET NON-SPICY 750 GMS,750 GMS X 8 PKT,750.0,8.0,1,1,0,0,1,64.9,56.0,65.3,65.1,0,confirmed_negative,1,hard_negative_variant,requires_business_review,rule_generated,needs_review
D0069,Al Kabeer Spicy Breaded Chicken Fillets 330gm x 2/ Strips 320gm x 2/ Breaded Chicken Fillet/Nuggets 750gn,Chicken Fillets-Frozen,No Variant,bundle,3,chicken,chicken,0,fillet|nuggets|strips,1,0,spicy,330.0,2.0,,660.0,,multipack,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,1000.0,9.0,0,0,1,0,1,34.0,35.0,32.8,33.4,0,confirmed_negative,1,easy_negative,requires_business_review,rule_generated,needs_review
D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,Chicken Fillets-Frozen,No Variant,bundle,2,chicken,chicken,0,fillet|nuggets,1,0,unspecified,450.0,2.0,,900.0,,multipack,CKBCF,BREADED CHICKEN FILLETS,450 Gms x 12 Pkts,450.0,12.0,1,1,1,1,1,65.5,65.5,68.5,67.0,1,confirmed_positive,1,positive,valid_multi_sku,rule_generated,approved
D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,Chicken Fillets-Frozen,No Variant,bundle,2,chicken,chicken,0,fillet|nuggets,1,0,unspecified,450.0,2.0,,900.0,,multipack,CKNK,KRAZEE CHICKEN NUGGETS 400,400 Gms x 12 Pkts,400.0,12.0,1,1,1,1,1,57.5,66.7,74.7,66.1,1,confirmed_positive,1,positive,valid_multi_sku,rule_generated,approved
D0070,Al Kabeer Krazee Chicken Nuggets 400 gm x 2 / Breaded Chicken Fillets 450 gm x 2,Chicken Fillets-Frozen,No Variant,bundle,2,chicken,chicken,0,fillet|nuggets,1,0,unspecified,450.0,2.0,,900.0,,multipack,CKBCFS,BREADED CHICKEN FILLETS BULK,1 Kgs x 5 Pkts,1000.0,5.0,1,1,1,1,0,61.7,59.4,69.4,65.6,0,confirmed_negative,1,hard_negative_pack_size,valid_multi_sku,rule_generated,approved
