dump_row_id,offerid,offer_name,brand_name,dump_product,dump_variant,dump_segment,dump_packsize,candidate_rank,master_itemcode,master_itemname,master_item_spec,master_category,match_score,token_set_score,wratio_score,size_status,top1_margin,label,label_source
1242,16800586,AL KABEER Breaded Chicken Fillets Spicy / Chicken Nuggets 750 Gms,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCFA,CHICKEN FRIES BULK,1 kg x 5 Pkts,POP-CORN & CHICKEN FRIES,54.78,49.15,85.5,conflict,0.13,,manual_required
1243,16800588,Al Kabeer  Samosas 480g / Spring rolls 560g (Chicken / Vegetable),Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",560 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,53.27,44.85,85.5,conflict,0.52,,manual_required
1244,16800588,Al Kabeer  Samosas 480g / Spring rolls 560g (Chicken / Vegetable),Al Kabeer,Samosa-Frozen,Chicken,"Frozen Pizzas, Wraps, Sandwiches",480 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,52.61,42.96,85.5,conflict,0.41,,manual_required
1245,16800588,Al Kabeer  Samosas 480g / Spring rolls 560g (Chicken / Vegetable),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",480 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,52.64,43.06,85.5,conflict,0.59,,manual_required
1250,16802430,Al Kabeer Punjabi Samosa 900Gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1256,16815155,Al Kabeer Samosa 480g / Springrolls 580g / (Chicken / Vegetable),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",480 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,53.65,45.93,85.5,conflict,1.15,,manual_required
1257,16815155,Al Kabeer Samosa 480g / Springrolls 580g / (Chicken / Vegetable),Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",580 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,53.18,44.59,85.5,conflict,1.51,,manual_required
1258,16815155,Al Kabeer Samosa 480g / Springrolls 580g / (Chicken / Vegetable),Al Kabeer,Samosa-Frozen,Chicken,"Frozen Pizzas, Wraps, Sandwiches",480 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,53.81,46.4,85.5,conflict,0.68,,manual_required
1261,16815162,Zing Chicken Strips Non Spicy +Chicken Nuggets (750 GMS),Al Kabeer,Chicken Strips-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.8,49.21,85.5,conflict,0.12,,manual_required
1266,16839155,Al Kabeer krazee Chicken nuggets 750gm,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CFB,BEEF FRANKS,454 Gms x 20 Pkts,SAUSAGES,52.41,42.37,85.5,conflict,0.06,,manual_required
1276,16841053,Al Kabeer  Paneer Cubes 500 Gm,Al Kabeer,Paneer,No Variant,Paneer,500 gm,1,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,300 gms x 12 pkts,POP-CORN & CHICKEN FRIES,52.03,41.3,85.5,conflict,0.12,,manual_required
1284,16865219,ALKABEER CHICKEN NUGGETS NO SPICY / TANDOORI 270GM,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,270 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,53.98,46.88,85.5,conflict,0.34,,manual_required
1288,16870177,AL-KABEER ZING CHICKEN STRIPS / POP CORN 750GM,Al Kabeer,Chicken Popcorn-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,53.98,46.88,85.5,conflict,1.26,,manual_required
1289,16870177,AL-KABEER ZING CHICKEN STRIPS / POP CORN 750GM,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CKSAA,CHICKEN SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.36,45.1,85.5,conflict,0.07,,manual_required
1291,16870180,ALKABEER FRENCH FRIES 2500 GM,Al Kabeer,French Fries-Frozen,No Variant,Frozen Fries & Onion Rings,2.5 kg,1,CCSK,KIRI CHEESE SAMOSA,20 X 240 GMS,SAMOSA,52.53,42.72,85.5,conflict,0.52,,manual_required
1292,16870182,Al Kabeer  FROZEN PANJABI SAMOSAS 900 GM,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.63,48.74,85.5,conflict,0.73,,manual_required
1294,16870189,ALKABEER TENDER CHICKEN BREAST 1000GM,Al Kabeer,Chicken Breast-Frozen,No Variant,Frozen Chicken Parts,1000 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,52.58,42.86,85.5,conflict,0.19,,manual_required
1295,16876941,Al Kabeer Vegetable/Chicken Spring Roll 560gm,Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",560 gm,1,CCSRA,8 CHEESE SPRING ROLLS,240 Gms x 20 Pkts,SPRING ROLL,54.81,49.25,85.5,conflict,1.5,,manual_required
1298,16878250,Al kabeer B.Chicken Fillet / Chicken nuggets 750gm,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,53.38,45.16,85.5,conflict,0.14,,manual_required
1299,16878250,Al kabeer B.Chicken Fillet / Chicken nuggets 750gm,Al Kabeer,Chicken Fillets-Frozen,No Variant,Marinated & Breaded,750 gm,1,BF,BEEF TENDERLOIN/FILLET,20 KGS,MEAT-INDIAN-TRD,52.87,43.71,85.5,conflict,0.45,,manual_required
1308,16878727,Al Kabeer PANEER CUBES 200 GM,Al Kabeer,Paneer,No Variant,Paneer,200 gm,1,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,300 gms x 12 pkts,POP-CORN & CHICKEN FRIES,52.79,43.48,85.5,conflict,0.32,,manual_required
1310,16878731,Al Kabeer  CHICKEN KOFTA 300 GM,Al Kabeer,Chicken Kofta-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,300 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,54.43,48.15,85.5,conflict,1.81,,manual_required
1311,16878732,ALKABEER PUNJABI SAMOSA 900GM,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1313,16878813,ALKABEERS CHICKEN SPRING ROLLS 280 GM,Al Kabeer,Samosa-Frozen,Chicken,"Frozen Pizzas, Wraps, Sandwiches",280 gm,1,CCSRA,8 CHEESE SPRING ROLLS,240 Gms x 20 Pkts,SPRING ROLL,54.53,48.44,85.5,conflict,0.8,,manual_required
1323,16882115,AL KABEER CHICKEN KOFTA 300 GM,Al Kabeer,Chicken Kofta-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,300 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,54.43,48.15,85.5,conflict,1.81,,manual_required
1324,16882116,AL KABEER PUNJABI SAMOSA 900 Gm  ,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,53.89,46.6,85.5,conflict,0.67,,manual_required
1326,16882118,AL KABEER PANEER CUBES 200 Gm,Al Kabeer,Paneer,No Variant,Paneer,200 gm,1,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,300 gms x 12 pkts,POP-CORN & CHICKEN FRIES,52.79,43.48,85.5,conflict,0.32,,manual_required
1341,16886385,AL KABEER FRENCH FRIES 2.5KG,Al Kabeer,French Fries-Frozen,No Variant,Frozen Fries & Onion Rings,2.5 kg,1,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,FILLETS,52.24,41.9,85.5,conflict,0.08,,manual_required
1345,16886845,AL KABEER KRAZEE CHICKEN NUGGETS 1000 GM,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,1 kg,1,CBBAGPR,AK PRO BEEF BURGER 24,1.392 kg x 6 Pkts,BURGERS,51.68,40.31,85.5,conflict,0.11,,manual_required
1363,16887185,AL KABEER ZING CHICKEN FILLET NON SPICY 750GM + BREADED CHICKEN FILLET HOT AND SPICY 750GM FREE,Al Kabeer,Chicken Fillets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,54.54,48.48,85.5,conflict,1.79,,manual_required
1364,16887194,AL KABEER ZING CHICKEN STRIPS 750GM+CHICKEN NUGGETS 750GM FREE,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,53.89,46.6,85.5,conflict,1.06,,manual_required
1367,16887579,Al Kabeer Chicken Fillet/Nuggets 750 gm,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,54.94,49.6,85.5,conflict,1.03,,manual_required
1369,16887583,AL KABEER GREEN PEAS/MIX VEGETABLE 900GM,Al Kabeer,Mix Vegetables-Frozen,No Variant,Frozen Vegetables,900 gm,1,CFBJ,JUMBO HOTDOGS,400 Gms x 20 Pkts,SAUSAGES,51.45,39.64,85.5,conflict,0.28,,manual_required
1370,16887583,AL KABEER GREEN PEAS/MIX VEGETABLE 900GM,Al Kabeer,Green/Garden Peas-Frozen,No Variant,Frozen Vegetables,900 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,51.46,39.68,85.5,conflict,0.24,,manual_required
1371,16887585,AL KABEER CHICKEN POPCORN/STRIPS 750GM,Al Kabeer,Chicken Popcorn-Frozen,No Variant,Marinated & Breaded,750 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,52.89,43.75,85.5,conflict,0.61,,manual_required
1375,16887815,Al Kabeer Zing Chicken Strips Non Spicy 750 gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CKSAA,CHICKEN SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.67,46.0,85.5,conflict,1.52,,manual_required
1376,16887816,Al Kabeer Krazee Chicken Nuggets 750gm,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CFB,BEEF FRANKS,454 Gms x 20 Pkts,SAUSAGES,52.41,42.37,85.5,conflict,0.06,,manual_required
1378,16887819,AL KABEER CHEESE SPRING ROLLS 240GM/ VEGETABLE SPRING ROLLS 280GM /CHICKEN SPRING ROLLS 280GM,Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",280 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,53.5,45.51,85.5,conflict,0.48,,manual_required
1379,16887819,AL KABEER CHEESE SPRING ROLLS 240GM/ VEGETABLE SPRING ROLLS 280GM /CHICKEN SPRING ROLLS 280GM,Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",240 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,53.5,45.51,85.5,conflict,0.48,,manual_required
1389,16888539,Al Kabeer - Zing Chicken Strips / Fillet / Chicken Pop Corn 750gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,53.34,45.05,85.5,conflict,0.68,,manual_required
1390,16888539,Al Kabeer - Zing Chicken Strips / Fillet / Chicken Pop Corn 750gm,Al Kabeer,Chicken Fillets-Frozen,No Variant,Zing,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.92,49.56,85.5,conflict,0.26,,manual_required
1396,16888543,Al Kabeer Punjabi Vegetable Samosa 900g,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,53.06,44.25,85.5,conflict,0.01,,manual_required
1399,16889409,Al Kabeer Nuggets / Breaded Chicken Fillet 750g,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,54.94,49.6,85.5,conflict,0.33,,manual_required
1402,16889413,Al Kabeer Zing Chicken Strips/fillet/ Popcorn 750GM,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CKJCNA,JUMBO CHICKEN NUGGETS,1 Kgs x 5 Pkts,NUGGETS,52.42,42.42,85.5,conflict,0.27,,manual_required
1403,16889413,Al Kabeer Zing Chicken Strips/fillet/ Popcorn 750GM,Al Kabeer,Chicken Popcorn-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.8,49.21,85.5,conflict,1.67,,manual_required
1414,16894360,Al Kabeer Punjabi Samosa 900gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1427,16895506,Al Kabeer Samosa Vegetable/Chicken 480gm/ Roll Vegetable/Chicken 560gm,Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",560 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,53.66,45.96,85.5,conflict,0.98,,manual_required
1433,16899012,Al Kabeer Zing Chicken Strips Spicy/Normal 750gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.51,48.39,85.5,conflict,1.32,,manual_required
1434,16899012,Al Kabeer Zing Chicken Strips Spicy/Normal 750gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,1,CKSAA,CHICKEN SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.05,44.21,85.5,conflict,0.86,,manual_required
1442,16903053,Al Kabeer Punjabi Samosa 900gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1443,16903055,Al Kabeer Paneer Cubes 500Gm,Al Kabeer,Paneer,No Variant,Paneer,500 gm,1,CKBBTY,TAYEBAT BREADED CHICKEN BURGERS 840 g. x 8 Pkts,840 g. x 8 Pkts,BURGERS,52.23,41.86,85.5,conflict,0.65,,manual_required
1444,16904666,Al Kabeer Punjabi Samosa 900gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1455,16909668,Al-Kabeer french fries 2.5kg,Al Kabeer,French Fries-Frozen,No Variant,Frozen Fries & Onion Rings,2.5 kg,1,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,FILLETS,52.24,41.9,85.5,conflict,0.08,,manual_required
1458,16929635,Al Kabeer Non-Spicy Zing Chicken Fillet 750gm / ) Zing Chicken Strips Non Spicy 750gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.74,49.06,85.5,conflict,0.77,,manual_required
1459,16929635,Al Kabeer Non-Spicy Zing Chicken Fillet 750gm / ) Zing Chicken Strips Non Spicy 750gm,Al Kabeer,Chicken Fillets-Frozen,No Variant,Zing,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.15,47.37,85.5,conflict,1.19,,manual_required
1472,16940987,Al Kabeer Zing Strips Non Spicy 750gm+ Chicken Nuggets 750gm (Prc),Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.6,48.65,85.5,conflict,0.87,,manual_required
1477,16944855,Al Kabeer Punjabi Samosa (30pcs) 900g,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.12,47.27,85.5,conflict,1.21,,manual_required
1480,16945521,Al Kabeer Punjabi Samosa 900g,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,53.89,46.6,85.5,conflict,0.67,,manual_required
1489,16962937,Al Kabeer Chicken Spring Rolls / Vegetable Spring Rolls (560g),Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",560 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,53.07,44.27,85.5,conflict,0.12,,manual_required
1490,16967403,Al Kabeer Zing Chicken Strips Non Spicy 750Gm+Chicken Nuggets 750Gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,54.58,48.6,85.5,conflict,0.9,,manual_required
1491,16981305,Al Kabeer Chicken Spring Rolls/Vegetable Spring Rolls (560g),Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",560 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,53.07,44.27,85.5,conflict,0.12,,manual_required
1499,17000368,Al Kabeer Tandoori Chicken Tikka 1000gm,Al Kabeer,Chicken Tikka-Frozen,No Variant,Frozen Barbeque Products,1000 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,53.73,46.15,85.5,conflict,1.81,,manual_required
1502,17000374,Al Kabeer punjabi samosa 900gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1511,17012083,Al kgbeer zing cheken strips+nuggts free 750gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCMSA,MOZZARELLA CHEESE STICKS,1000G X 5 Pkts,STICKS & FINGERS,53.52,45.57,85.5,conflict,0.95,,manual_required
1512,17012083,Al kgbeer zing cheken strips+nuggts free 750gm,Al Kabeer,Chicken Nuggets-Frozen,No Variant,Zing,750 gm,1,CCSRA,8 CHEESE SPRING ROLLS,240 Gms x 20 Pkts,SPRING ROLL,52.39,42.34,85.5,conflict,1.02,,manual_required
1517,17027761,Al Kabeer Punjabi Samosa 900g,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,53.89,46.6,85.5,conflict,0.67,,manual_required
1525,17029856,Al Kabeer Chicken/Cheese/Mutton/Vegetable 240gm/Spring Roll 280g,Al Kabeer,Spring Roll-Frozen,No Variant,"Frozen Pizzas, Wraps, Sandwiches",280 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,53.83,46.43,85.5,conflict,0.91,,manual_required
1526,17029856,Al Kabeer Chicken/Cheese/Mutton/Vegetable 240gm/Spring Roll 280g,Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,52.86,43.68,85.5,conflict,0.55,,manual_required
1536,17036339,Al Kabeer Punjabi Samosa 900gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.74,49.06,85.5,conflict,1.92,,manual_required
1541,17036344,Al Kabeer Chicken Popcorn 750g,Al Kabeer,Chicken Popcorn-Frozen,No Variant,Marinated & Breaded,750 gm,1,CKJCNA,JUMBO CHICKEN NUGGETS,1 Kgs x 5 Pkts,NUGGETS,53.13,44.44,85.5,conflict,0.65,,manual_required
1549,17050303,"Al Kabeer  CHICKEN KRAZEE NUGGETS OR BREADED FILLET, 750 GRAMS",Al Kabeer,Chicken Nuggets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCFA,CHICKEN FRIES BULK,1 kg x 5 Pkts,POP-CORN & CHICKEN FRIES,53.77,46.28,85.5,conflict,0.09,,manual_required
1550,17050303,"Al Kabeer  CHICKEN KRAZEE NUGGETS OR BREADED FILLET, 750 GRAMS",Al Kabeer,Chicken Fillets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,53.25,44.78,85.5,conflict,0.06,,manual_required
1552,17050305,"AL KABEER CHICKEN N' CHEESE RINGS, 300 GRAMS",Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,300 gm,1,CCSRA,8 CHEESE SPRING ROLLS,240 Gms x 20 Pkts,SPRING ROLL,54.51,48.39,85.5,conflict,0.21,,manual_required
1556,17050310,"AL KABEER PUNJABI SAMOSA, 900 GRAMS",Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,53.89,46.6,85.5,conflict,0.67,,manual_required
1558,17051518,ALKABEER TENDER CHICKEN BREAST 1000GM,Al Kabeer,Chicken Breast-Frozen,No Variant,Frozen Chicken Parts,1000 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,52.58,42.86,85.5,conflict,0.19,,manual_required
1561,17051522,AL-KABEER ZING CHICKEN STRIPS / POP CORN 750GM,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CKSAA,CHICKEN SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.36,45.1,85.5,conflict,0.07,,manual_required
1562,17051522,AL-KABEER ZING CHICKEN STRIPS / POP CORN 750GM,Al Kabeer,Chicken Popcorn-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,53.98,46.88,85.5,conflict,1.26,,manual_required
1569,17054432,ALKABEER 8 CHICKEN SPRING ROLLS 280GM,Al Kabeer,Samosa-Frozen,Chicken,"Frozen Pizzas, Wraps, Sandwiches",280 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.93,49.59,85.5,conflict,0.48,,manual_required
1571,17054436,Al Kabeer Samosa-Frozen 900 gm,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,53.89,46.6,85.5,conflict,0.67,,manual_required
1575,17055051,ALKABEERS CHICKEN SPRING ROLLS 280GM,Al Kabeer,Samosa-Frozen,Chicken,"Frozen Pizzas, Wraps, Sandwiches",280 gm,1,CCSRA,8 CHEESE SPRING ROLLS,240 Gms x 20 Pkts,SPRING ROLL,54.67,48.85,85.5,conflict,0.82,,manual_required
1578,17055054,ALKABEER PUNJABI SAMOSA 800GM,Al Kabeer,Samosa-Frozen,Punjabi,"Frozen Pizzas, Wraps, Sandwiches",900 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,54.76,49.09,85.5,conflict,1.48,,manual_required
1580,17055448,AL KABEER CHICKEN KOFTA 300 Gm,Al Kabeer,Chicken Kofta-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,300 gm,1,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,54.43,48.15,85.5,conflict,1.81,,manual_required
1581,17055449,AL KABEER PANEER CUBES 200G,Al Kabeer,Paneer,No Variant,Paneer,200 gm,1,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,300 gms x 12 pkts,POP-CORN & CHICKEN FRIES,52.79,43.48,85.5,conflict,0.32,,manual_required
1619,17057790,AL KABEER BREADED CHICKEN FILLETS 750GM,Al Kabeer,Chicken Fillets-Frozen,No Variant,Zing,750 gm,1,CKSK,SHISH KEBAB,600 Gms x 12 Pkts,KEBAB,54.35,47.92,85.5,conflict,0.34,,manual_required
1620,17058958,AL KABEER ZING CHICKEN FILLET NON SPICY 750GM + BREADED CHICKEN FILLET HOT AND SPICY 750GM FREE,Al Kabeer,Chicken Fillets-Frozen,No Variant,Marinated & Breaded,750 gm,1,CCCTM,CHICKEN TIKKA MAKHANI & PILAU RICE,450 Gms x 12 Pkts,READY2EAT,54.54,48.48,85.5,conflict,1.79,,manual_required
1622,17058959,Al Kabeer Zing Chicken Strips Non Spicy 750gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CKN,CHICKEN NUGGETS,270 Gms x 20 Pkts,NUGGETS,54.89,49.46,85.5,conflict,2.99,,manual_required
1627,17058964,AL KABEER ZING CHICKEN STRIPS 750GM + CHICKEN NUGGETS 750GM FREE,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,53.36,45.1,85.5,conflict,0.23,,manual_required
1629,17058967,AL KABEER CHICKEN POPCORN 750GM,Al Kabeer,Chicken Popcorn-Frozen,No Variant,Marinated & Breaded,750 gm,1,CKJCNA,JUMBO CHICKEN NUGGETS,1 Kgs x 5 Pkts,NUGGETS,52.67,43.14,85.5,conflict,0.25,,manual_required
