dump_row_id,offerid,offer_name,brand_name,dump_product,dump_variant,dump_segment,dump_packsize,candidate_rank,master_itemcode,master_itemname,master_item_spec,master_category,match_score,token_set_score,wratio_score,size_status,top1_margin,label,label_source
12091,29757678,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.77,37.7,85.5,,,0,auto_high_confidence
12091,29757678,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.08,50.0,85.5,conflict,,0,auto_high_confidence
12091,29757678,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.24,47.62,85.5,conflict,,0,auto_high_confidence
12095,29758622,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,100.0,91.14,86.58,exact,17.97,1,auto_high_confidence
12095,29758622,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,CFBJ,JUMBO HOTDOGS,400 Gms x 20 Pkts,SAUSAGES,82.03,41.3,85.5,exact,,0,auto_high_confidence
12095,29758622,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CBBUR,BEEF BURGERS 56 g.,840 g. x 9,BURGERS,56.83,55.0,85.5,conflict,,0,auto_high_confidence
12095,29758622,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,56.74,54.76,85.5,conflict,,0,auto_high_confidence
12095,29758622,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,CBBOA,BEEF BURGERS BULK,2 Kgs x 5 Pkts,BURGERS,55.76,51.95,85.5,conflict,,0,auto_high_confidence
12103,29758684,Al Kabeer Chicken Seekh Kebabs 320 gm 8 pcs,Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,1,CKBS,8 BEEF SEEKH KEBAB,320 Gms x 24 Pkts,KEBAB,88.58,60.0,85.5,exact,35.22,1,auto_high_confidence
12103,29758684,Al Kabeer Chicken Seekh Kebabs 320 gm 8 pcs,Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,2,CFB,BEEF FRANKS,454 Gms x 20 Pkts,SAUSAGES,53.36,45.1,85.5,conflict,,0,auto_high_confidence
12103,29758684,Al Kabeer Chicken Seekh Kebabs 320 gm 8 pcs,Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,3,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,52.62,42.99,85.5,conflict,,0,auto_high_confidence
12103,29758684,Al Kabeer Chicken Seekh Kebabs 320 gm 8 pcs,Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,4,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,52.16,41.67,85.5,conflict,,0,auto_high_confidence
12103,29758684,Al Kabeer Chicken Seekh Kebabs 320 gm 8 pcs,Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,5,CCSAKA,CHEESE SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,52.13,41.58,85.5,conflict,,0,auto_high_confidence
12133,29923383,"Al Kabeer BEEF OR CHICKEN KIBBEH, 400 gm ",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.69,1,auto_high_confidence
12133,29923383,"Al Kabeer BEEF OR CHICKEN KIBBEH, 400 gm ",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.38,45.16,85.5,,,0,auto_high_confidence
12133,29923383,"Al Kabeer BEEF OR CHICKEN KIBBEH, 400 gm ",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.02,38.4,85.5,,,0,auto_high_confidence
12133,29923383,"Al Kabeer BEEF OR CHICKEN KIBBEH, 400 gm ",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.23,50.43,85.5,conflict,,0,auto_high_confidence
12133,29923383,"Al Kabeer BEEF OR CHICKEN KIBBEH, 400 gm ",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
12143,29925479,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,1,CKZF,ZING CHICKEN FILLETS 465,465 Gms x 12 Pkts,FILLETS,89.59,80.0,76.29,exact,22.76,1,auto_high_confidence
12143,29925479,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,2,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,66.83,83.58,85.5,conflict,,0,auto_high_confidence
12143,29925479,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,3,CKZFACKNP,Zing Chicken Fillets Spicy + Free Chicken Nuggets,1kg+750 g. x 3,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12143,29925479,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,4,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,750 GMS X 8 PKT,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12143,29925479,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,5,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12160,29937297,Al Kabeer Zing Chicken Strips (320 gm),Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,1,CKZS,ZING CHICKEN STRIPS,320 Gms x 20 Pkts,STRIPS,89.58,79.37,76.61,exact,22.92,1,auto_high_confidence
12160,29937297,Al Kabeer Zing Chicken Strips (320 gm),Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,2,CKZSCKNP,Zing Strips Non Spicy + Free Chicken Nuggets Combo Pack,(750 g.+750 g.) x 4,STRIPS,66.65,83.08,85.5,conflict,,0,auto_high_confidence
12160,29937297,Al Kabeer Zing Chicken Strips (320 gm),Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,3,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,750 GMS X 8 PKT,STRIPS,62.38,83.08,78.92,conflict,,0,auto_high_confidence
12160,29937297,Al Kabeer Zing Chicken Strips (320 gm),Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,4,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,8 X 750 GMS,STRIPS,62.38,83.08,78.92,conflict,,0,auto_high_confidence
12160,29937297,Al Kabeer Zing Chicken Strips (320 gm),Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,5,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,61.71,68.97,85.5,conflict,,0,auto_high_confidence
12190,29942976,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,100.0,91.14,86.58,exact,17.97,1,auto_high_confidence
12190,29942976,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,CFBJ,JUMBO HOTDOGS,400 Gms x 20 Pkts,SAUSAGES,82.03,41.3,85.5,exact,,0,auto_high_confidence
12190,29942976,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CBBUR,BEEF BURGERS 56 g.,840 g. x 9,BURGERS,56.83,55.0,85.5,conflict,,0,auto_high_confidence
12190,29942976,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,56.74,54.76,85.5,conflict,,0,auto_high_confidence
12190,29942976,Al Kabeer Breaded Chicken Burgers 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,CBBOA,BEEF BURGERS BULK,2 Kgs x 5 Pkts,BURGERS,55.76,51.95,85.5,conflict,,0,auto_high_confidence
12206,29952494,Al Kabeer Breaded Chicken Burgers 400 Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,100.0,91.14,86.58,exact,17.97,1,auto_high_confidence
12206,29952494,Al Kabeer Breaded Chicken Burgers 400 Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,CFBJ,JUMBO HOTDOGS,400 Gms x 20 Pkts,SAUSAGES,82.03,41.3,85.5,exact,,0,auto_high_confidence
12206,29952494,Al Kabeer Breaded Chicken Burgers 400 Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CBBUR,BEEF BURGERS 56 g.,840 g. x 9,BURGERS,56.83,55.0,85.5,conflict,,0,auto_high_confidence
12206,29952494,Al Kabeer Breaded Chicken Burgers 400 Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,56.74,54.76,85.5,conflict,,0,auto_high_confidence
12206,29952494,Al Kabeer Breaded Chicken Burgers 400 Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,CBBOA,BEEF BURGERS BULK,2 Kgs x 5 Pkts,BURGERS,55.76,51.95,85.5,conflict,,0,auto_high_confidence
12218,29952667,Al Kabeer Chicken Kibbbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,89.04,61.33,85.5,exact,20.48,1,auto_high_confidence
12218,29952667,Al Kabeer Chicken Kibbbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,68.56,37.1,85.5,,,0,auto_high_confidence
12218,29952667,Al Kabeer Chicken Kibbbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
12218,29952667,Al Kabeer Chicken Kibbbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,52.18,41.74,85.5,conflict,,0,auto_high_confidence
12218,29952667,Al Kabeer Chicken Kibbbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,BTS,BEEF TOPSIDE ALK,20 KGS,MEAT-INDIAN-TRD,51.8,40.65,85.5,conflict,,0,auto_high_confidence
12221,29955730,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,1,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,100.0,91.14,86.58,exact,10.06,1,auto_high_confidence
12221,29955730,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,2,CKBBTY,TAYEBAT BREADED CHICKEN BURGERS 840 g. x 8 Pkts,840 g. x 8 Pkts,BURGERS,89.94,80.56,76.53,exact,,0,auto_high_confidence
12221,29955730,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,3,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,70.18,91.14,86.58,conflict,,0,auto_high_confidence
12221,29955730,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,4,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,64.56,85.33,81.07,conflict,,0,auto_high_confidence
12221,29955730,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,5,CKKBJ,JUMBO BREADED CHICKEN BURGER 100G BULK,1000 GM X 6 PKTS,BURGERS,64.56,85.33,81.07,conflict,,0,auto_high_confidence
12243,30075052,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,1,CKZF,ZING CHICKEN FILLETS 465,465 Gms x 12 Pkts,FILLETS,89.59,80.0,76.29,exact,22.76,1,auto_high_confidence
12243,30075052,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,2,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,66.83,83.58,85.5,conflict,,0,auto_high_confidence
12243,30075052,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,3,CKZFACKNP,Zing Chicken Fillets Spicy + Free Chicken Nuggets,1kg+750 g. x 3,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12243,30075052,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,4,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,750 GMS X 8 PKT,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12243,30075052,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,5,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12250,30078463,Al Kabeer Chicken and Cheese Sticks 1 kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,91.97,69.7,85.5,exact,9.23,1,auto_high_confidence
12250,30078463,Al Kabeer Chicken and Cheese Sticks 1 kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,2,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,82.74,43.33,85.5,exact,,0,auto_high_confidence
12250,30078463,Al Kabeer Chicken and Cheese Sticks 1 kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,3,CCSAKPR,A.K PRO CHEESE SAMOSA,4 X 1.2 KGS,SAMOSA,54.01,46.96,85.5,conflict,,0,auto_high_confidence
12250,30078463,Al Kabeer Chicken and Cheese Sticks 1 kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,4,CCSAKA,CHEESE SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.59,45.76,85.5,conflict,,0,auto_high_confidence
12250,30078463,Al Kabeer Chicken and Cheese Sticks 1 kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,5,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,51.69,40.32,85.5,conflict,,0,auto_high_confidence
12262,30107920,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 gm",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.69,1,auto_high_confidence
12262,30107920,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 gm",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.38,45.16,85.5,,,0,auto_high_confidence
12262,30107920,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 gm",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.02,38.4,85.5,,,0,auto_high_confidence
12262,30107920,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 gm",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.23,50.43,85.5,conflict,,0,auto_high_confidence
12262,30107920,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 gm",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
12310,30128140,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,1,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,100.0,91.14,86.58,exact,10.06,1,auto_high_confidence
12310,30128140,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,2,CKBBTY,TAYEBAT BREADED CHICKEN BURGERS 840 g. x 8 Pkts,840 g. x 8 Pkts,BURGERS,89.94,80.56,76.53,exact,,0,auto_high_confidence
12310,30128140,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,3,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,70.18,91.14,86.58,conflict,,0,auto_high_confidence
12310,30128140,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,4,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,64.56,85.33,81.07,conflict,,0,auto_high_confidence
12310,30128140,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,5,CKKBJ,JUMBO BREADED CHICKEN BURGER 100G BULK,1000 GM X 6 PKTS,BURGERS,64.56,85.33,81.07,conflict,,0,auto_high_confidence
12372,30262933,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,1,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,100.0,91.14,86.58,exact,10.06,1,auto_high_confidence
12372,30262933,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,2,CKBBTY,TAYEBAT BREADED CHICKEN BURGERS 840 g. x 8 Pkts,840 g. x 8 Pkts,BURGERS,89.94,80.56,76.53,exact,,0,auto_high_confidence
12372,30262933,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,3,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,70.18,91.14,86.58,conflict,,0,auto_high_confidence
12372,30262933,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,4,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,64.56,85.33,81.07,conflict,,0,auto_high_confidence
12372,30262933,Al Kabeer Burgers Chicken 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,5,CKKBJ,JUMBO BREADED CHICKEN BURGER 100G BULK,1000 GM X 6 PKTS,BURGERS,64.56,85.33,81.07,conflict,,0,auto_high_confidence
12532,30425676,Al Kabeer Chicken Strips/Fillet 750 gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,1,CKZSCKNP,Zing Strips Non Spicy + Free Chicken Nuggets Combo Pack,(750 g.+750 g.) x 4,STRIPS,90.91,66.67,85.5,exact,11.47,1,auto_high_confidence
12532,30425676,Al Kabeer Chicken Strips/Fillet 750 gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,2,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,750 GMS X 8 PKT,STRIPS,79.44,67.57,67.38,exact,,0,auto_high_confidence
12532,30425676,Al Kabeer Chicken Strips/Fillet 750 gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,3,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,8 X 750 GMS,STRIPS,78.48,68.0,65.66,exact,,0,auto_high_confidence
12532,30425676,Al Kabeer Chicken Strips/Fillet 750 gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,4,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,78.29,68.52,65.09,exact,,0,auto_high_confidence
12532,30425676,Al Kabeer Chicken Strips/Fillet 750 gm,Al Kabeer,Chicken Strips-Frozen,No Variant,Zing,750 gm,5,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,76.8,66.67,63.8,exact,,0,auto_high_confidence
12561,30522445,Alkabeer CHICKEN BURGER BREADED REGULAR / HOT&SPICY 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,100.0,93.46,88.79,exact,10.63,1,auto_high_confidence
12561,30522445,Alkabeer CHICKEN BURGER BREADED REGULAR / HOT&SPICY 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,CCCB,CHICKEN BIRYANI 400,400 Gms x 12 Pkts,READY2EAT,89.37,62.26,85.5,exact,,0,auto_high_confidence
12561,30522445,Alkabeer CHICKEN BURGER BREADED REGULAR / HOT&SPICY 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,86.84,55.05,85.5,exact,,0,auto_high_confidence
12561,30522445,Alkabeer CHICKEN BURGER BREADED REGULAR / HOT&SPICY 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,72.15,47.37,85.5,,,0,auto_high_confidence
12561,30522445,Alkabeer CHICKEN BURGER BREADED REGULAR / HOT&SPICY 400 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.58,40.0,85.5,,,0,auto_high_confidence
12622,30540073,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,1,CKZF,ZING CHICKEN FILLETS 465,465 Gms x 12 Pkts,FILLETS,89.59,80.0,76.29,exact,22.76,1,auto_high_confidence
12622,30540073,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,2,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,66.83,83.58,85.5,conflict,,0,auto_high_confidence
12622,30540073,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,3,CKZFACKNP,Zing Chicken Fillets Spicy + Free Chicken Nuggets,1kg+750 g. x 3,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12622,30540073,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,4,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,750 GMS X 8 PKT,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12622,30540073,Al Kabeer Zing Chicken Fillets 465 gm,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,5,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
12626,30541794,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.88,1,auto_high_confidence
12626,30541794,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.19,44.63,85.5,,,0,auto_high_confidence
12626,30541794,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.77,37.7,85.5,,,0,auto_high_confidence
